Date,AngularSpeedX,AngularSpeedY,AngularSpeedZ
2014-03-09 13:07:07.929,-3.6737435,0.30909783,-0.4569272
2014-03-09 13:07:07.948,-3.6737435,-2.8979447,-0.09285152
2014-03-09 13:07:07.970,-3.5576792,-4.3860126,0.26267207
2014-03-09 13:07:07.990,-3.1105258,-2.3958135,0.1441642
2014-03-09 13:07:08.009,-0.95294976,-2.257758,-0.23579398
2014-03-09 13:07:08.029,0.60231316,-1.8032742,-0.9114109
2014-03-09 13:07:08.050,2.3994787,-1.2339478,-0.3921755
2014-03-09 13:07:08.070,0.40317106,-1.7324139,0.63285637
2014-03-09 13:07:08.094,0.29077184,-2.6218336,1.0848967
2014-03-09 13:07:08.110,1.817935,-2.3738225,0.7623598
2014-03-09 13:07:08.131,2.624277,-1.6077974,0.5021312
2014-03-09 13:07:08.152,2.3200662,-1.428203,0.41172317
2014-03-09 13:07:08.172,2.0415115,-1.4355333,0.21746802
2014-03-09 13:07:08.190,1.6383406,-1.1997393,0.052534413
2014-03-09 13:07:08.210,1.4477507,-0.50701815,-0.004886922
2014-03-09 13:07:08.231,1.1374311,0.22479841,0.009773844
2014-03-09 13:07:08.251,0.66706485,0.3042109,0.015882496
2014-03-09 13:07:08.271,0.43371433,-0.14049901,-0.04886922
2014-03-09 13:07:08.289,0.46792278,-0.34330627,-0.087964594
2014-03-09 13:07:08.314,0.55833083,-0.3359759,-0.15515977
2014-03-09 13:07:08.332,0.6805039,-0.07574729,-0.1685988
2014-03-09 13:07:08.350,0.6743952,0.17715092,-0.13439035
2014-03-09 13:07:08.370,0.4129449,0.3848451,-0.06719518
2014-03-09 13:07:08.391,-0.028099801,0.19914207,-0.03176499
2014-03-09 13:07:08.413,-0.11484267,0.030543262,-0.032986723
2014-03-09 13:07:08.430,-0.061086524,-0.24801129,-0.061086524
2014-03-09 13:07:08.449,0.29810223,-0.30176744,-0.021991149
2014-03-09 13:07:08.470,0.5571091,-0.11484267,0.08552113
2014-03-09 13:07:08.498,0.43493605,0.012217305,0.17592919
2014-03-09 13:07:08.513,0.09285152,0.012217305,0.07819075
2014-03-09 13:07:08.532,-0.065973446,-0.035430185,-0.096516706
