Date,x(m/s^2),y(m/s^2),z(m/s^2)
2014-03-09 13:07:07.930,0.08875943,-0.08542546,0.080438755
2014-03-09 13:07:07.950,0.06763954,-0.058739487,0.061317798
2014-03-09 13:07:07.971,1.7923392,-1.0386754,1.2720119
2014-03-09 13:07:07.991,2.1337075,0.5339209,0.499876
2014-03-09 13:07:08.010,0.34045386,0.54054844,0.019014342
2014-03-09 13:07:08.030,0.07580575,-0.5607342,0.024710389
2014-03-09 13:07:08.051,0.36048597,-0.884482,-0.030935775
2014-03-09 13:07:08.071,-0.38681537,0.2022407,-0.11780377
2014-03-09 13:07:08.095,-0.2799284,1.2468159,-0.27743155
2014-03-09 13:07:08.111,0.04986204,0.81154877,-0.22916496
2014-03-09 13:07:08.133,-0.06987506,0.13696118,-0.10273255
2014-03-09 13:07:08.154,-0.19905165,0.17952308,-0.12564607
2014-03-09 13:07:08.175,-0.33195862,-0.0054820483,-0.06315802
2014-03-09 13:07:08.192,-0.47974554,-0.1993151,0.0061833146
2014-03-09 13:07:08.211,-0.4828693,-0.64671355,0.14868546
2014-03-09 13:07:08.232,-0.6158045,-0.39606196,0.06870974
2014-03-09 13:07:08.252,-0.61567765,-0.10560628,-0.04063929
2014-03-09 13:07:08.272,-0.6931246,0.18273693,-0.1524137
2014-03-09 13:07:08.292,-0.6212021,0.067968324,-0.10592395
2014-03-09 13:07:08.316,-0.5655845,-0.50521255,0.10845527
2014-03-09 13:07:08.334,-0.5219733,-0.44718838,0.085683346
2014-03-09 13:07:08.351,-0.6450441,-0.40341207,0.0678282
2014-03-09 13:07:08.373,-0.59725606,-0.08199322,-0.014538005
2014-03-09 13:07:08.392,-0.3582267,0.04725515,-0.034001593
2014-03-09 13:07:08.415,-0.17740959,0.06975643,-0.028863473
2014-03-09 13:07:08.431,0.09684317,-0.21975802,0.076762944
2014-03-09 13:07:08.451,0.18747169,-0.4168396,0.12974566
2014-03-09 13:07:08.472,0.18275234,-0.39009327,0.12107818
2014-03-09 13:07:08.500,0.033018894,0.045131247,-0.024024243
