Date,accelX-gX(m/s^2),accelY-gY(m/s^2),accelZ-gZ(m/s^2)
2014-03-09 13:07:07.889,-2.7964275,1.7238252,6.0525417
2014-03-09 13:07:07.908,-5.631162,1.9536686,1.1492168
2014-03-09 13:07:07.928,-5.899313,0.80445176,1.6472107
2014-03-09 13:07:07.951,-4.673482,-0.19153613,3.0262709
2014-03-09 13:07:07.969,-2.9879637,-0.076614454,5.746084
2014-03-09 13:07:07.989,-1.4939818,1.8770541,10.228029
2014-03-09 13:07:08.009,-2.681506,1.8770541,10.726024
2014-03-09 13:07:08.029,-2.7581203,0.11492168,13.177686
2014-03-09 13:07:08.049,-1.4939818,-1.1875241,13.867216
2014-03-09 13:07:08.069,-1.3790601,0.49799395,8.504205
2014-03-09 13:07:08.093,-1.0726024,2.1452048,9.308656
2014-03-09 13:07:08.109,-0.038307227,3.1411927,12.258312
2014-03-09 13:07:08.129,0.49799395,3.1028855,12.641385
2014-03-09 13:07:08.151,0.5746084,3.1411927,9.615114
2014-03-09 13:07:08.171,0.6895301,3.5625722,9.998186
2014-03-09 13:07:08.193,0.80445176,3.1794999,10.496181
2014-03-09 13:07:08.209,0.80445176,3.1411927,10.955867
2014-03-09 13:07:08.229,0.5363012,3.1028855,9.883265
2014-03-09 13:07:08.250,0.38307226,3.1411927,8.772355
2014-03-09 13:07:08.268,0.19153613,3.371036,8.159439
2014-03-09 13:07:08.294,0.2681506,3.2944214,9.308656
2014-03-09 13:07:08.309,0.22984336,3.2561142,9.615114
2014-03-09 13:07:08.331,0.22984336,3.217807,9.385271
2014-03-09 13:07:08.349,0.0,3.1794999,9.155427
2014-03-09 13:07:08.369,-0.19153613,3.5625722,8.848969
2014-03-09 13:07:08.389,-0.19153613,3.6008794,8.580819
2014-03-09 13:07:08.412,-0.11492168,3.715801,8.925584
2014-03-09 13:07:08.429,0.15322891,3.4859576,9.308656
2014-03-09 13:07:08.449,0.2681506,3.371036,9.653421
2014-03-09 13:07:08.469,0.30645782,3.3327289,9.500193
2014-03-09 13:07:08.497,0.15322891,3.7541082,9.193734
2014-03-09 13:07:08.512,0.19153613,4.175488,9.11712
2014-03-09 13:07:08.531,0.2681506,4.060566,9.5385
2014-03-09 13:07:08.549,0.11492168,3.6774938,9.5385
2014-03-09 13:07:08.573,0.0,3.86903,9.768343
2014-03-09 13:07:08.593,0.15322891,3.9839516,9.423578
2014-03-09 13:07:08.609,0.15322891,4.367024,9.11712
2014-03-09 13:07:08.630,0.11492168,4.2521024,9.11712
2014-03-09 13:07:08.649,0.076614454,3.86903,9.040505
2014-03-09 13:07:08.669,-0.076614454,3.7541082,8.810662
2014-03-09 13:07:08.689,0.0,4.098873,8.580819
