Date,x(m/s^2),y(m/s^2),z(m/s^2)
2014-03-09 15:36:12.308,7.923285,-1.6298779,5.5439568
2014-03-09 15:36:12.340,7.916111,-1.6618944,5.5446987
2014-03-09 15:36:12.352,7.8941374,-1.6552866,5.577902
2014-03-09 15:36:12.372,7.879642,-1.6399375,5.602879
2014-03-09 15:36:12.389,7.8851666,-1.6404647,5.5949483
2014-03-09 15:36:12.420,7.9080772,-1.6755704,5.5520434
2014-03-09 15:36:12.424,7.941546,-1.692434,5.4989014
2014-03-09 15:36:12.451,7.956757,-1.7382731,5.4624915
2014-03-09 15:36:12.466,7.955842,-1.7621903,5.456157
2014-03-09 15:36:12.484,7.9511743,-1.804393,5.449162
2014-03-09 15:36:12.505,7.94006,-1.8340803,5.4554563
2014-03-09 15:36:12.527,7.9061685,-1.8316438,5.5052657
2014-03-09 15:36:12.546,7.8658266,-1.7961226,5.574327
2014-03-09 15:36:12.565,7.8241415,-1.7300469,5.6533284
2014-03-09 15:36:12.588,7.8082943,-1.5628611,5.723496
2014-03-09 15:36:12.607,7.8044066,-1.369168,5.7781496
2014-03-09 15:36:12.624,7.799892,-1.1831264,5.825144
2014-03-09 15:36:12.686,7.7950025,-1.0296783,5.8607235
2014-03-09 15:36:12.689,7.7866035,-0.907209,5.892044
2014-03-09 15:36:12.696,7.7832737,-0.8184572,5.909411
2014-03-09 15:36:12.704,7.784917,-0.759042,5.9151745
2014-03-09 15:36:12.724,7.787737,-0.74114746,5.9137325
2014-03-09 15:36:12.745,7.788398,-0.78626174,5.907034
2014-03-09 15:36:12.765,7.7921095,-0.8502111,5.8932614
2014-03-09 15:36:12.784,7.7998433,-0.9183292,5.8727775
2014-03-09 15:36:12.804,7.8069854,-0.97943425,5.8533816
2014-03-09 15:36:12.825,7.8115554,-1.0175447,5.84077
2014-03-09 15:36:12.844,7.8169403,-1.0414155,5.8293467
2014-03-09 15:36:12.864,7.823938,-1.0517884,5.8180847
2014-03-09 15:36:12.884,7.8295712,-1.057992,5.8093777
2014-03-09 15:36:12.904,7.8246236,-1.0674174,5.8143153
2014-03-09 15:36:12.929,7.808292,-1.0885841,5.832322
2014-03-09 15:36:12.944,7.7801056,-1.1260545,5.862794
2014-03-09 15:36:12.965,7.73675,-1.1807772,5.9092183
2014-03-09 15:36:12.995,7.6385536,-1.2240803,6.0269833
2014-03-09 15:36:13.009,7.4993696,-1.2533538,6.193457
2014-03-09 15:36:13.024,7.313012,-1.2921523,6.404732
2014-03-09 15:36:13.044,7.1332345,-1.3358644,6.5956674
2014-03-09 15:36:13.070,6.9687448,-1.3569168,6.7650385
2014-03-09 15:36:13.087,6.8388133,-1.2923656,6.9087496
2014-03-09 15:36:13.105,6.6397386,-1.1205877,7.1294146
2014-03-09 15:36:13.127,6.2976613,-0.95842636,7.4559555
2014-03-09 15:36:13.147,5.8502445,-0.8305239,7.826575
2014-03-09 15:36:13.171,5.4061494,-0.7067798,8.151342
2014-03-09 15:36:13.186,5.038746,-0.49120137,8.398817
2014-03-09 15:36:13.210,4.382181,-0.2654381,8.76906
2014-03-09 15:36:13.230,3.6411178,-0.260778,9.101904
2014-03-09 15:36:13.258,3.3574564,-0.5013238,9.200357
2014-03-09 15:36:13.270,3.461718,-0.79127634,9.141158
2014-03-09 15:36:13.290,4.1267247,-0.8525056,8.855155
2014-03-09 15:36:13.310,4.6133475,-0.7575095,8.620533
2014-03-09 15:36:13.329,4.923537,-0.67025036,8.454581
2014-03-09 15:36:13.348,5.1058574,-0.6953564,8.343686
2014-03-09 15:36:13.370,5.756402,-0.78158516,7.9008436
2014-03-09 15:36:13.391,6.421329,-0.37402943,7.402503
2014-03-09 15:36:13.408,6.8937626,0.52957714,6.9545636
2014-03-09 15:36:13.431,6.9476285,1.2244138,6.811876
2014-03-09 15:36:13.445,6.906194,1.4668516,6.8061156
2014-03-09 15:36:13.469,6.8288608,1.9253409,6.7697935
2014-03-09 15:36:13.484,6.744368,2.5415275,6.650152
2014-03-09 15:36:13.504,6.531042,3.0432792,6.6523924
2014-03-09 15:36:13.526,6.0676947,3.4094706,6.9086156
2014-03-09 15:36:13.545,5.597891,3.7673018,7.1162796
2014-03-09 15:36:13.565,5.166047,4.2302003,7.1824617
2014-03-09 15:36:13.586,4.7780433,4.6631217,7.183036
2014-03-09 15:36:13.606,4.449925,4.7901754,7.3090873
2014-03-09 15:36:13.627,4.14043,4.794374,7.486068
2014-03-09 15:36:13.645,3.8249602,4.8224792,7.6343813
2014-03-09 15:36:13.666,3.375082,4.971322,7.750172
2014-03-09 15:36:13.686,2.8700416,5.189742,7.810238
2014-03-09 15:36:13.706,2.4888446,5.422668,7.7827187
2014-03-09 15:36:13.725,2.2547607,5.660735,7.683913
2014-03-09 15:36:13.747,2.110566,5.8326387,7.5958033
2014-03-09 15:36:13.767,1.9558197,5.940261,7.5537033
2014-03-09 15:36:13.785,1.7768968,6.0008273,7.5500393
2014-03-09 15:36:13.805,1.6514866,6.06079,7.530591
