Date,x(uT),y(uT),z(uT)
2014-03-09 15:36:08.817,-44.399998,11.7,8.099999
2014-03-09 15:36:08.836,-44.82,8.88,9.059999
2014-03-09 15:36:08.857,-44.94,6.24,9.9
2014-03-09 15:36:08.878,-45.18,3.6599998,10.679999
2014-03-09 15:36:08.898,-45.18,1.02,11.04
2014-03-09 15:36:08.919,-45.0,-1.38,11.04
2014-03-09 15:36:08.940,-44.94,-3.6,11.16
2014-03-09 15:36:08.966,-44.82,-5.7599998,11.099999
2014-03-09 15:36:08.987,-44.76,-7.74,10.86
2014-03-09 15:36:09.006,-44.579998,-9.36,10.559999
2014-03-09 15:36:09.020,-44.64,-11.04,10.0199995
2014-03-09 15:36:09.039,-44.34,-12.599999,9.599999
2014-03-09 15:36:09.059,-43.98,-13.98,8.88
2014-03-09 15:36:09.080,-43.8,-15.12,8.22
2014-03-09 15:36:09.108,-43.62,-15.96,7.5
2014-03-09 15:36:09.130,-43.379997,-16.92,6.66
2014-03-09 15:36:09.149,-43.14,-17.52,5.94
2014-03-09 15:36:09.170,-42.96,-18.119999,5.3399997
2014-03-09 15:36:09.188,-42.78,-18.42,5.04
2014-03-09 15:36:09.218,-42.84,-18.6,4.44
2014-03-09 15:36:09.234,-42.96,-18.66,4.08
2014-03-09 15:36:09.282,-43.02,-18.48,4.02
2014-03-09 15:36:09.286,-43.2,-18.119999,3.78
2014-03-09 15:36:09.307,-43.5,-17.34,3.78
2014-03-09 15:36:09.325,-43.92,-16.68,3.72
2014-03-09 15:36:09.337,-44.52,-15.839999,3.36
2014-03-09 15:36:09.354,-44.579998,-14.28,2.28
2014-03-09 15:36:09.374,-44.82,-12.78,1.8
2014-03-09 15:36:09.394,-45.18,-10.679999,0.65999997
2014-03-09 15:36:09.414,-45.539997,-9.12,0.06
2014-03-09 15:36:09.435,-45.719997,-7.2,-1.14
2014-03-09 15:36:09.455,-45.6,-5.04,-2.46
2014-03-09 15:36:09.475,-45.719997,-3.36,-3.48
2014-03-09 15:36:09.495,-45.3,-1.5,-5.3399997
2014-03-09 15:36:09.518,-45.42,-0.65999997,-5.7599998
2014-03-09 15:36:09.537,-45.36,0.17999999,-6.96
2014-03-09 15:36:09.557,-45.3,0.42,-7.62
2014-03-09 15:36:09.585,-45.18,1.0799999,-8.88
2014-03-09 15:36:09.599,-44.94,0.78,-9.66
2014-03-09 15:36:09.619,-44.94,0.29999998,-10.32
2014-03-09 15:36:09.638,-44.82,0.29999998,-11.219999
2014-03-09 15:36:09.658,-44.94,0.0,-11.099999
2014-03-09 15:36:09.678,-45.0,0.06,-11.58
2014-03-09 15:36:09.698,-45.059998,0.0,-11.759999
2014-03-09 15:36:09.718,-45.12,0.29999998,-11.4
2014-03-09 15:36:09.739,-45.059998,0.65999997,-11.16
2014-03-09 15:36:09.757,-45.42,1.4399999,-10.32
2014-03-09 15:36:09.778,-45.66,2.1599998,-9.599999
2014-03-09 15:36:09.797,-45.66,2.7,-8.639999
2014-03-09 15:36:09.817,-46.02,3.4199998,-7.7999997
2014-03-09 15:36:09.838,-45.96,4.08,-6.8399997
2014-03-09 15:36:09.857,-46.02,4.74,-6.0
2014-03-09 15:36:09.877,-46.26,5.2799997,-5.3399997
2014-03-09 15:36:09.897,-46.32,5.4,-4.56
2014-03-09 15:36:09.918,-46.26,5.3399997,-4.2
2014-03-09 15:36:09.938,-46.44,5.1,-4.02
2014-03-09 15:36:09.958,-46.62,4.7999997,-3.84
2014-03-09 15:36:09.978,-46.379997,4.2599998,-3.72
2014-03-09 15:36:09.998,-46.44,3.54,-3.84
2014-03-09 15:36:10.019,-46.5,3.0,-3.9599998
2014-03-09 15:36:10.047,-46.26,2.22,-4.3199997
2014-03-09 15:36:10.059,-46.379997,1.68,-4.92
2014-03-09 15:36:10.079,-46.44,1.0799999,-5.2799997
2014-03-09 15:36:10.099,-46.32,0.35999998,-5.7
2014-03-09 15:36:10.128,-46.2,-0.29999998,-6.24
2014-03-09 15:36:10.139,-46.2,-0.96,-6.54
2014-03-09 15:36:10.160,-46.079998,-1.56,-6.8399997
2014-03-09 15:36:10.180,-45.96,-2.04,-7.14
2014-03-09 15:36:10.200,-46.02,-2.58,-7.2599998
2014-03-09 15:36:10.220,-46.079998,-3.12,-7.3199997
2014-03-09 15:36:10.240,-46.02,-3.72,-7.3799996
2014-03-09 15:36:10.261,-45.96,-4.02,-7.2599998
2014-03-09 15:36:10.287,-46.02,-4.14,-7.02
2014-03-09 15:36:10.301,-46.14,-4.38,-7.02
2014-03-09 15:36:10.321,-46.32,-4.2599998,-6.8399997
2014-03-09 15:36:10.341,-46.32,-4.3199997,-6.66
2014-03-09 15:36:10.361,-46.32,-4.3199997,-6.54
2014-03-09 15:36:10.381,-46.32,-4.3199997,-6.2999997
2014-03-09 15:36:10.401,-46.379997,-4.2,-6.06
2014-03-09 15:36:10.421,-46.26,-4.02,-6.0
2014-03-09 15:36:10.442,-46.32,-3.9599998,-6.0
2014-03-09 15:36:10.461,-46.2,-3.72,-5.8199997
2014-03-09 15:36:10.481,-46.44,-3.6599998,-5.8799996
2014-03-09 15:36:10.502,-46.68,-3.6,-5.94
2014-03-09 15:36:10.522,-46.739998,-3.3,-5.8799996
2014-03-09 15:36:10.542,-46.739998,-3.0,-5.8199997
2014-03-09 15:36:10.563,-46.559998,-2.58,-5.8799996
2014-03-09 15:36:10.583,-46.62,-2.34,-5.7
2014-03-09 15:36:10.605,-46.68,-2.04,-5.3399997
2014-03-09 15:36:10.625,-46.739998,-1.86,-5.2799997
2014-03-09 15:36:10.643,-46.44,-1.74,-4.92
2014-03-09 15:36:10.671,-46.2,-1.38,-4.56
2014-03-09 15:36:10.684,-46.2,-1.3199999,-4.38
2014-03-09 15:36:10.704,-46.079998,-1.3199999,-4.14
2014-03-09 15:36:10.728,-46.26,-1.3199999,-3.78
2014-03-09 15:36:10.745,-46.44,-1.5,-3.6
2014-03-09 15:36:10.764,-46.32,-1.68,-3.3
2014-03-09 15:36:10.787,-46.26,-1.8,-2.9399998
2014-03-09 15:36:10.807,-46.5,-1.74,-2.3999999
2014-03-09 15:36:10.826,-46.5,-1.92,-1.92
2014-03-09 15:36:10.846,-46.32,-2.1599998,-1.38
2014-03-09 15:36:10.867,-46.5,-2.3999999,-0.65999997
2014-03-09 15:36:10.886,-46.62,-2.76,-0.17999999
2014-03-09 15:36:10.907,-46.559998,-2.6399999,0.42
2014-03-09 15:36:10.931,-46.68,-2.7,0.84
2014-03-09 15:36:10.947,-46.739998,-2.7,1.26
2014-03-09 15:36:10.967,-46.68,-2.9399998,1.4399999
2014-03-09 15:36:10.994,-46.8,-3.0,1.86
2014-03-09 15:36:11.016,-46.86,-3.06,2.04
2014-03-09 15:36:11.032,-46.86,-2.28,1.3199999
2014-03-09 15:36:11.051,-46.739998,-1.86,1.1999999
2014-03-09 15:36:11.074,-46.44,-1.4399999,0.42
2014-03-09 15:36:11.093,-46.379997,-0.96,0.24
2014-03-09 15:36:11.111,-46.5,-0.53999996,-0.12
2014-03-09 15:36:11.137,-46.379997,0.48,-1.14
2014-03-09 15:36:11.152,-46.32,1.26,-2.1599998
2014-03-09 15:36:11.172,-46.379997,1.86,-2.58
2014-03-09 15:36:11.190,-46.26,2.22,-3.0
2014-03-09 15:36:11.213,-46.379997,2.8799999,-3.78
2014-03-09 15:36:11.240,-46.5,3.06,-3.72
2014-03-09 15:36:11.260,-46.5,3.0,-4.3199997
2014-03-09 15:36:11.271,-46.44,3.1799998,-4.5
2014-03-09 15:36:11.295,-46.5,2.9399998,-4.08
2014-03-09 15:36:11.318,-46.44,2.3999999,-3.84
2014-03-09 15:36:11.330,-46.44,2.34,-3.8999999
2014-03-09 15:36:11.350,-46.559998,1.62,-3.4199998
2014-03-09 15:36:11.375,-46.559998,1.02,-3.0
2014-03-09 15:36:11.390,-46.559998,0.78,-2.9399998
2014-03-09 15:36:11.410,-46.559998,0.59999996,-2.8799999
2014-03-09 15:36:11.431,-46.44,0.35999998,-2.76
2014-03-09 15:36:11.454,-46.5,0.0,-2.6399999
2014-03-09 15:36:11.471,-46.62,-0.06,-2.34
2014-03-09 15:36:11.491,-46.559998,-0.24,-2.3999999
2014-03-09 15:36:11.511,-46.379997,-0.42,-2.22
2014-03-09 15:36:11.536,-46.379997,-0.84,-1.86
2014-03-09 15:36:11.556,-46.26,-1.26,-1.5
2014-03-09 15:36:11.576,-46.379997,-1.4399999,-1.14
2014-03-09 15:36:11.596,-46.379997,-1.9799999,-0.84
2014-03-09 15:36:11.617,-46.32,-2.52,-0.59999996
2014-03-09 15:36:11.637,-46.32,-3.36,-0.59999996
2014-03-09 15:36:11.657,-46.559998,-4.2,-0.24
2014-03-09 15:36:11.677,-46.68,-5.16,0.0
2014-03-09 15:36:11.697,-46.5,-5.94,0.0
2014-03-09 15:36:11.717,-46.32,-6.8399997,0.12
2014-03-09 15:36:11.747,-46.2,-7.9199996,0.06
2014-03-09 15:36:11.767,-46.14,-8.7,0.0
2014-03-09 15:36:11.798,-46.079998,-9.42,0.0
2014-03-09 15:36:11.819,-45.84,-10.0199995,0.06
2014-03-09 15:36:11.821,-45.6,-10.74,0.0
2014-03-09 15:36:11.841,-45.3,-11.34,-0.06
2014-03-09 15:36:11.858,-45.12,-11.7,-0.12
2014-03-09 15:36:11.880,-45.12,-12.0,0.06
2014-03-09 15:36:11.899,-45.12,-12.48,0.12
2014-03-09 15:36:11.918,-45.0,-12.719999,0.17999999
2014-03-09 15:36:11.938,-45.059998,-13.259999,-0.06
2014-03-09 15:36:11.958,-45.059998,-13.259999,-0.17999999
2014-03-09 15:36:11.978,-45.059998,-13.32,-0.29999998
2014-03-09 15:36:11.999,-45.059998,-13.2,-0.65999997
2014-03-09 15:36:12.018,-45.059998,-13.259999,-0.9
2014-03-09 15:36:12.039,-45.12,-13.2,-1.26
2014-03-09 15:36:12.059,-45.12,-12.78,-1.68
2014-03-09 15:36:12.079,-45.18,-12.66,-2.22
2014-03-09 15:36:12.099,-45.3,-12.42,-2.3999999
2014-03-09 15:36:12.120,-45.059998,-12.36,-2.76
2014-03-09 15:36:12.139,-45.12,-12.059999,-3.0
2014-03-09 15:36:12.159,-45.12,-11.759999,-3.1799998
2014-03-09 15:36:12.182,-45.239998,-11.5199995,-3.48
2014-03-09 15:36:12.200,-45.42,-11.219999,-3.8999999
2014-03-09 15:36:12.220,-45.3,-10.98,-3.9599998
2014-03-09 15:36:12.238,-45.3,-10.8,-4.14
2014-03-09 15:36:12.258,-45.12,-10.44,-4.44
2014-03-09 15:36:12.278,-45.6,-10.26,-4.38
2014-03-09 15:36:12.298,-45.42,-10.2,-4.74
2014-03-09 15:36:12.318,-45.48,-10.26,-4.7999997
2014-03-09 15:36:12.349,-45.539997,-10.0199995,-4.7999997
2014-03-09 15:36:12.367,-45.3,-10.0199995,-4.74
2014-03-09 15:36:12.379,-45.36,-9.78,-4.98
2014-03-09 15:36:12.399,-45.3,-9.719999,-4.98
2014-03-09 15:36:12.421,-45.36,-9.48,-5.1
2014-03-09 15:36:12.439,-45.3,-9.599999,-5.3399997
2014-03-09 15:36:12.459,-45.539997,-9.48,-5.2799997
2014-03-09 15:36:12.479,-45.66,-9.0,-5.2799997
2014-03-09 15:36:12.499,-45.84,-8.94,-5.4
2014-03-09 15:36:12.519,-46.02,-8.7,-5.4
2014-03-09 15:36:12.539,-46.2,-8.5199995,-5.22
2014-03-09 15:36:12.559,-46.32,-8.099999,-5.22
2014-03-09 15:36:12.579,-46.5,-7.98,-5.1
2014-03-09 15:36:12.599,-46.379997,-7.3799996,-4.7999997
2014-03-09 15:36:12.619,-46.379997,-6.96,-4.8599997
2014-03-09 15:36:12.639,-46.379997,-6.8399997,-4.7999997
2014-03-09 15:36:12.688,-46.2,-6.54,-4.62
2014-03-09 15:36:12.691,-46.14,-6.2999997,-4.74
2014-03-09 15:36:12.700,-46.02,-6.2999997,-4.8599997
2014-03-09 15:36:12.720,-45.96,-6.42,-4.7999997
2014-03-09 15:36:12.737,-45.6,-6.3599997,-5.16
2014-03-09 15:36:12.757,-45.539997,-6.54,-5.4
2014-03-09 15:36:12.777,-45.12,-6.24,-6.12
2014-03-09 15:36:12.797,-45.12,-6.24,-6.2999997
2014-03-09 15:36:12.817,-44.82,-5.94,-6.96
2014-03-09 15:36:12.838,-45.0,-5.94,-7.08
2014-03-09 15:36:12.858,-45.059998,-6.06,-7.2
2014-03-09 15:36:12.878,-44.879997,-5.8199997,-7.8599997
2014-03-09 15:36:12.898,-45.12,-5.8199997,-7.62
2014-03-09 15:36:12.918,-45.18,-5.94,-7.56
2014-03-09 15:36:12.938,-45.6,-6.6,-6.66
2014-03-09 15:36:12.958,-45.78,-6.66,-6.48
2014-03-09 15:36:12.990,-46.079998,-7.02,-5.7599998
2014-03-09 15:36:13.001,-45.96,-7.2599998,-5.64
2014-03-09 15:36:13.020,-46.02,-7.2,-5.52
2014-03-09 15:36:13.040,-46.32,-7.3799996,-5.16
2014-03-09 15:36:13.060,-46.44,-7.3799996,-5.1
2014-03-09 15:36:13.081,-46.5,-7.14,-5.2799997
2014-03-09 15:36:13.101,-46.44,-6.72,-5.52
2014-03-09 15:36:13.121,-46.26,-6.66,-5.7599998
2014-03-09 15:36:13.141,-46.26,-6.54,-6.06
2014-03-09 15:36:13.161,-46.26,-6.18,-6.42
2014-03-09 15:36:13.181,-46.14,-5.7,-6.8399997
2014-03-09 15:36:13.205,-46.02,-5.4,-7.08
2014-03-09 15:36:13.222,-46.02,-5.16,-7.98
2014-03-09 15:36:13.250,-45.66,-4.98,-8.88
2014-03-09 15:36:13.267,-45.059998,-4.92,-10.44
2014-03-09 15:36:13.285,-44.7,-4.56,-12.3
2014-03-09 15:36:13.305,-44.04,-4.2599998,-14.28
2014-03-09 15:36:13.325,-43.079998,-4.14,-16.44
2014-03-09 15:36:13.344,-42.059998,-4.38,-18.779999
2014-03-09 15:36:13.365,-40.8,-4.68,-21.42
2014-03-09 15:36:13.384,-39.239998,-4.98,-23.76
2014-03-09 15:36:13.404,-37.68,-5.4,-25.92
2014-03-09 15:36:13.430,-36.54,-6.0,-27.72
2014-03-09 15:36:13.448,-35.04,-6.8399997,-29.22
2014-03-09 15:36:13.471,-33.78,-7.74,-30.539999
2014-03-09 15:36:13.488,-32.64,-8.88,-31.679998
2014-03-09 15:36:13.508,-31.56,-10.0199995,-32.52
2014-03-09 15:36:13.529,-30.9,-10.92,-32.94
2014-03-09 15:36:13.548,-30.3,-11.88,-33.18
2014-03-09 15:36:13.568,-30.0,-12.66,-33.3
2014-03-09 15:36:13.589,-29.82,-13.259999,-33.18
2014-03-09 15:36:13.609,-29.88,-13.74,-33.36
2014-03-09 15:36:13.630,-29.82,-14.099999,-33.3
2014-03-09 15:36:13.649,-29.699999,-14.4,-33.059998
2014-03-09 15:36:13.669,-29.82,-14.4,-33.0
2014-03-09 15:36:13.689,-29.76,-14.639999,-33.059998
2014-03-09 15:36:13.709,-29.64,-14.759999,-33.18
2014-03-09 15:36:13.730,-29.519999,-14.88,-33.3
2014-03-09 15:36:13.750,-29.279999,-15.059999,-33.42
2014-03-09 15:36:13.770,-29.099998,-15.179999,-33.12
2014-03-09 15:36:13.790,-28.92,-15.36,-33.18
2014-03-09 15:36:13.810,-29.039999,-15.599999,-33.239998
2014-03-09 15:36:13.829,-28.859999,-15.9,-33.059998
2014-03-09 15:36:13.850,-28.619999,-15.96,-32.76
2014-03-09 15:36:13.870,-28.56,-16.02,-32.46
2014-03-09 15:36:13.890,-28.859999,-16.32,-32.34
2014-03-09 15:36:13.910,-28.859999,-16.56,-32.16
2014-03-09 15:36:13.930,-28.98,-16.92,-32.1
2014-03-09 15:36:13.950,-29.099998,-17.16,-31.679998
2014-03-09 15:36:13.976,-29.16,-17.4,-31.56
2014-03-09 15:36:13.993,-29.279999,-17.58,-31.619999
2014-03-09 15:36:14.015,-29.58,-17.76,-31.56
2014-03-09 15:36:14.032,-29.88,-17.88,-31.56
2014-03-09 15:36:14.054,-29.699999,-17.94,-31.38
2014-03-09 15:36:14.074,-29.64,-18.24,-31.439999
2014-03-09 15:36:14.095,-29.46,-18.24,-31.38
2014-03-09 15:36:14.112,-29.4,-18.42,-31.5
2014-03-09 15:36:14.147,-29.279999,-18.3,-31.439999
2014-03-09 15:36:14.161,-29.46,-18.359999,-31.32
2014-03-09 15:36:14.172,-29.519999,-18.359999,-31.32
2014-03-09 15:36:14.192,-29.46,-18.3,-31.199999
2014-03-09 15:36:14.212,-29.64,-18.42,-31.019999
2014-03-09 15:36:14.233,-29.939999,-18.359999,-30.9
2014-03-09 15:36:14.259,-30.119999,-18.48,-30.779999
2014-03-09 15:36:14.278,-30.24,-18.6,-30.42
2014-03-09 15:36:14.312,-30.359999,-18.779999,-30.359999
2014-03-09 15:36:14.325,-30.3,-18.96,-30.119999
2014-03-09 15:36:14.337,-30.3,-19.32,-29.76
2014-03-09 15:36:14.357,-30.42,-19.8,-29.46
2014-03-09 15:36:14.376,-30.359999,-19.859999,-29.4
2014-03-09 15:36:14.397,-30.24,-19.8,-29.4
2014-03-09 15:36:14.417,-30.3,-19.32,-29.76
2014-03-09 15:36:14.439,-30.66,-19.38,-29.88
2014-03-09 15:36:14.457,-30.779999,-19.32,-29.64
2014-03-09 15:36:14.479,-31.019999,-19.199999,-29.64
2014-03-09 15:36:14.499,-30.9,-18.539999,-30.3
2014-03-09 15:36:14.520,-31.08,-18.3,-29.82
2014-03-09 15:36:14.539,-31.619999,-18.24,-29.4
2014-03-09 15:36:14.560,-32.1,-17.76,-29.46
2014-03-09 15:36:14.581,-32.46,-17.94,-28.8
2014-03-09 15:36:14.598,-32.52,-16.859999,-28.8
2014-03-09 15:36:14.618,-32.88,-15.599999,-28.98
2014-03-09 15:36:14.640,-33.18,-14.219999,-29.4
2014-03-09 15:36:14.659,-33.719997,-12.9,-29.099998
2014-03-09 15:36:14.678,-33.719997,-11.04,-30.119999
2014-03-09 15:36:14.698,-33.3,-9.179999,-31.38
2014-03-09 15:36:14.727,-32.82,-7.56,-31.74
2014-03-09 15:36:14.746,-32.399998,-5.94,-32.76
2014-03-09 15:36:14.761,-31.98,-5.16,-33.36
2014-03-09 15:36:14.785,-31.5,-4.68,-33.66
2014-03-09 15:36:14.804,-31.14,-4.5,-33.78
2014-03-09 15:36:14.826,-30.72,-4.8599997,-33.899998
2014-03-09 15:36:14.841,-30.72,-5.4,-33.84
2014-03-09 15:36:14.878,-30.84,-6.12,-33.36
2014-03-09 15:36:14.880,-31.26,-7.14,-32.94
2014-03-09 15:36:14.901,-31.56,-8.099999,-32.219997
2014-03-09 15:36:14.920,-31.859999,-9.12,-31.679998
2014-03-09 15:36:14.938,-32.399998,-10.26,-31.26
2014-03-09 15:36:14.958,-32.64,-11.16,-30.72
2014-03-09 15:36:15.000,-33.239998,-11.82,-30.24
2014-03-09 15:36:15.008,-33.6,-12.42,-29.76
2014-03-09 15:36:15.018,-33.96,-13.0199995,-29.34
2014-03-09 15:36:15.038,-34.02,-13.44,-28.859999
2014-03-09 15:36:15.059,-34.14,-13.559999,-28.56
2014-03-09 15:36:15.079,-34.44,-13.679999,-28.199999
2014-03-09 15:36:15.099,-34.559998,-13.62,-27.96
2014-03-09 15:36:15.129,-34.62,-13.74,-27.96
2014-03-09 15:36:15.146,-34.32,-13.92,-27.779999
2014-03-09 15:36:15.162,-34.2,-14.04,-27.72
2014-03-09 15:36:15.182,-34.02,-13.92,-27.72
2014-03-09 15:36:15.203,-33.899998,-14.099999,-28.019999
2014-03-09 15:36:15.226,-33.96,-14.34,-28.26
2014-03-09 15:36:15.241,-33.719997,-14.46,-28.439999
2014-03-09 15:36:15.260,-33.719997,-14.4,-28.5
2014-03-09 15:36:15.280,-33.719997,-14.099999,-28.439999
2014-03-09 15:36:15.300,-33.96,-13.92,-28.68
2014-03-09 15:36:15.320,-33.96,-13.74,-28.68
2014-03-09 15:36:15.341,-34.2,-13.799999,-28.68
2014-03-09 15:36:15.370,-34.44,-13.62,-28.56
2014-03-09 15:36:15.386,-34.559998,-13.62,-28.199999
2014-03-09 15:36:15.406,-34.98,-13.799999,-27.9
2014-03-09 15:36:15.456,-34.98,-14.28,-27.3
2014-03-09 15:36:15.552,-35.219997,-14.88,-26.64
2014-03-09 15:36:15.597,-35.52,-15.599999,-25.619999
2014-03-09 15:36:15.614,-35.94,-16.44,-24.48
2014-03-09 15:36:15.622,-36.3,-17.46,-23.1
2014-03-09 15:36:15.631,-36.719997,-18.539999,-21.48
2014-03-09 15:36:15.636,-37.26,-19.8,-19.619999
2014-03-09 15:36:15.640,-37.32,-20.82,-17.64
2014-03-09 15:36:15.684,-37.68,-22.199999,-15.66
2014-03-09 15:36:15.690,-37.98,-23.4,-13.62
2014-03-09 15:36:15.696,-38.1,-23.76,-11.759999
2014-03-09 15:36:15.705,-38.28,-23.699999,-10.0199995
2014-03-09 15:36:15.714,-38.82,-23.039999,-8.28
2014-03-09 15:36:15.719,-39.059998,-22.56,-6.8999996
2014-03-09 15:36:15.724,-39.54,-21.66,-6.0
2014-03-09 15:36:15.730,-40.14,-20.82,-4.8599997
2014-03-09 15:36:15.750,-40.62,-19.619999,-3.84
2014-03-09 15:36:15.769,-40.98,-18.779999,-2.34
2014-03-09 15:36:15.789,-41.219997,-18.6,-0.78
2014-03-09 15:36:15.809,-41.52,-18.48,1.38
2014-03-09 15:36:15.829,-41.28,-18.48,3.8999999
2014-03-09 15:36:15.849,-41.219997,-17.699999,6.8999996
2014-03-09 15:36:15.870,-41.04,-16.619999,9.599999
2014-03-09 15:36:15.890,-41.1,-15.179999,11.94
2014-03-09 15:36:15.910,-41.04,-13.679999,14.099999
2014-03-09 15:36:15.930,-41.04,-11.58,16.08
2014-03-09 15:36:15.950,-41.1,-9.3,17.82
2014-03-09 15:36:15.970,-41.1,-7.08,18.96
2014-03-09 15:36:15.990,-41.1,-4.8599997,19.26
2014-03-09 15:36:16.010,-41.76,-3.24,18.96
2014-03-09 15:36:16.031,-42.059998,-2.1599998,18.779999
2014-03-09 15:36:16.051,-42.3,-1.4399999,18.42
2014-03-09 15:36:16.071,-42.84,-0.78,17.64
2014-03-09 15:36:16.091,-43.32,-0.78,15.66
2014-03-09 15:36:16.111,-43.98,-0.84,14.16
2014-03-09 15:36:16.131,-44.34,-1.3199999,12.54
2014-03-09 15:36:16.151,-44.94,-1.56,11.099999
2014-03-09 15:36:16.171,-44.879997,-1.56,9.84
2014-03-09 15:36:16.193,-45.18,-1.5,9.179999
2014-03-09 15:36:16.212,-45.12,-1.02,9.36
2014-03-09 15:36:16.232,-44.879997,-0.12,9.9
2014-03-09 15:36:16.252,-44.28,1.14,11.759999
2014-03-09 15:36:16.272,-43.559998,2.34,13.44
2014-03-09 15:36:16.293,-42.96,3.72,15.42
2014-03-09 15:36:16.313,-42.54,4.5,17.1
2014-03-09 15:36:16.334,-42.0,4.7999997,18.539999
2014-03-09 15:36:16.353,-41.579998,4.56,19.5
2014-03-09 15:36:16.374,-41.219997,3.24,20.1
2014-03-09 15:36:16.393,-40.8,0.9,20.82
2014-03-09 15:36:16.415,-40.26,-2.3999999,21.24
2014-03-09 15:36:16.434,-39.66,-5.94,21.359999
2014-03-09 15:36:16.456,-39.059998,-9.3,21.48
2014-03-09 15:36:16.478,-38.16,-12.54,21.96
