Date,AngularSpeedX,AngularSpeedY,AngularSpeedZ
2014-03-09 15:36:07.396,1.2583824,-1.9963076,-1.9462167
2014-03-09 15:36:07.413,1.2583824,-2.20278,-2.1294763
2014-03-09 15:36:07.433,1.2095132,-1.2840388,-1.9022343
2014-03-09 15:36:07.453,0.3555236,-1.0555751,-1.2266175
2014-03-09 15:36:07.473,-0.4288274,-1.3988814,-0.6597345
2014-03-09 15:36:07.494,-0.52290064,-1.4110987,-0.52412236
2014-03-09 15:36:07.514,-0.3359759,-1.0458013,-0.35430184
2014-03-09 15:36:07.534,0.09285152,-0.9285152,-0.10995574
2014-03-09 15:36:07.554,0.0842994,-1.1557571,0.112399206
2014-03-09 15:36:07.574,-0.3371976,-0.8356637,-0.19303341
2014-03-09 15:36:07.594,-0.7648033,-0.50823987,-0.72692966
2014-03-09 15:36:07.614,-0.6646214,-0.17592919,-1.0250319
2014-03-09 15:36:07.633,-0.2883284,-0.20891592,-1.0103711
2014-03-09 15:36:07.653,-0.25045475,-0.49235737,-0.86132
2014-03-09 15:36:07.674,-0.38240165,-0.816116,-0.7611381
2014-03-09 15:36:07.694,-0.5045747,-0.93462384,-0.9138544
2014-03-09 15:36:07.713,-0.44715336,-0.9456194,-1.0299188
2014-03-09 15:36:07.733,-0.44348818,-0.8784242,-1.0323622
2014-03-09 15:36:07.754,-0.4361578,-0.79290307,-0.99204516
2014-03-09 15:36:07.774,-0.40683624,-0.72326446,-0.8258898
2014-03-09 15:36:07.794,-0.27855456,-0.6817256,-0.7049385
2014-03-09 15:36:07.814,-0.27488935,-0.7257079,-0.7367035
2014-03-09 15:36:07.833,-0.66950834,-0.74036866,-0.53023106
2014-03-09 15:36:07.855,-1.0677924,-0.9334021,-0.2443461
2014-03-09 15:36:07.874,-0.8906415,-0.88086766,-0.06841691
2014-03-09 15:36:07.894,-0.453262,-0.72204274,0.05497787
2014-03-09 15:36:07.915,-0.22968534,-0.35918877,0.2003638
2014-03-09 15:36:07.938,-0.18081611,-0.012217305,0.16249016
2014-03-09 15:36:07.954,-0.6585127,-0.043982297,0.32253686
2014-03-09 15:36:07.975,-0.80878556,-0.3652974,0.5839872
2014-03-09 15:36:07.994,-0.6597345,-0.5290093,0.65484756
2014-03-09 15:36:08.014,-0.5815437,-0.09407325,0.5009095
2014-03-09 15:36:08.034,-0.68416905,0.23335053,0.37995818
2014-03-09 15:36:08.054,-0.7806858,0.5448918,0.24678956
2014-03-09 15:36:08.078,-1.0348058,0.39950588,0.17592919
2014-03-09 15:36:08.099,-1.0934488,0.032986723,0.12583824
