Date,accelX-gX(m/s^2),accelY-gY(m/s^2),accelZ-gZ(m/s^2)
2014-03-09 15:36:13.388,5.592855,-0.49799395,4.903325
2014-03-09 15:36:13.398,5.8226986,0.6512229,4.367024
2014-03-09 15:36:13.418,5.631162,1.340753,4.4819455
2014-03-09 15:36:13.430,4.9416323,1.0342951,4.2521024
2014-03-09 15:36:13.443,4.1371803,0.91937345,3.8307228
2014-03-09 15:36:13.468,3.6774938,1.2258313,3.2561142
2014-03-09 15:36:13.474,3.1794999,1.8770541,2.873042
2014-03-09 15:36:13.493,2.873042,2.336741,3.4859576
2014-03-09 15:36:13.514,2.6048915,2.7581203,4.1371803
2014-03-09 15:36:13.524,2.2984335,3.064578,5.363012
2014-03-09 15:36:13.540,1.7621324,3.4859576,5.899313
2014-03-09 15:36:13.554,1.340753,3.6774938,5.209783
2014-03-09 15:36:13.574,1.1492168,4.4436383,4.7500963
2014-03-09 15:36:13.584,1.3790601,4.9799395,5.93762
2014-03-09 15:36:13.604,1.4556746,5.209783,7.2783732
2014-03-09 15:36:13.625,1.1492168,5.209783,8.082825
2014-03-09 15:36:13.634,0.7278373,4.8267107,8.082825
2014-03-09 15:36:13.654,0.19153613,4.673482,8.00621
2014-03-09 15:36:13.664,-0.15322891,5.0182467,7.469909
2014-03-09 15:36:13.684,-0.2681506,5.3247046,6.703765
2014-03-09 15:36:13.704,-0.22984336,5.707777,6.3206925
2014-03-09 15:36:13.714,-0.076614454,6.090849,6.3589997
2014-03-09 15:36:13.734,0.15322891,6.3589997,6.9719152
2014-03-09 15:36:13.745,0.2681506,6.5122285,7.393295
2014-03-09 15:36:13.765,0.30645782,6.397307,7.6614456
2014-03-09 15:36:13.774,0.076614454,6.167464,7.3549876
2014-03-09 15:36:13.794,0.076614454,6.0142345,6.8186865
2014-03-09 15:36:13.817,0.15322891,6.090849,6.8569937
2014-03-09 15:36:13.823,0.2681506,6.244078,7.201759
2014-03-09 15:36:13.843,0.30645782,6.2823853,7.2783732
2014-03-09 15:36:13.853,0.38307226,6.435614,6.742072
2014-03-09 15:36:13.874,0.45968673,6.397307,6.588843
2014-03-09 15:36:13.893,0.38307226,6.3589997,6.7803793
2014-03-09 15:36:13.904,0.2681506,6.2823853,7.0102224
2014-03-09 15:36:13.925,0.30645782,6.129156,7.1251445
2014-03-09 15:36:13.934,0.5363012,6.205771,7.2783732
2014-03-09 15:36:13.954,0.6512229,6.435614,7.5082164
2014-03-09 15:36:13.967,0.6512229,6.5122285,7.6231384
2014-03-09 15:36:13.985,0.4213795,6.4739213,7.469909
2014-03-09 15:36:14.005,0.19153613,6.435614,7.2783732
2014-03-09 15:36:14.016,0.038307227,6.5122285,7.240066
2014-03-09 15:36:14.035,-0.076614454,6.5505357,7.2783732
2014-03-09 15:36:14.046,0.038307227,6.8186865,7.3166804
2014-03-09 15:36:14.065,0.15322891,7.086837,7.1634517
2014-03-09 15:36:14.086,0.11492168,7.0485296,7.086837
2014-03-09 15:36:14.097,0.0,6.7803793,7.1251445
2014-03-09 15:36:14.115,-0.11492168,6.588843,7.1251445
2014-03-09 15:36:14.148,-0.076614454,6.5505357,7.3166804
2014-03-09 15:36:14.160,0.076614454,6.588843,7.393295
2014-03-09 15:36:14.170,0.22984336,6.703765,7.393295
2014-03-09 15:36:14.177,0.38307226,6.933608,7.1634517
2014-03-09 15:36:14.196,0.38307226,6.9719152,6.588843
2014-03-09 15:36:14.205,0.2681506,6.8186865,6.129156
2014-03-09 15:36:14.225,0.15322891,6.742072,6.090849
2014-03-09 15:36:14.257,0.038307227,6.588843,6.703765
2014-03-09 15:36:14.260,0.19153613,6.397307,7.3166804
2014-03-09 15:36:14.277,0.30645782,6.5505357,7.201759
