Date,AngularSpeedX,AngularSpeedY,AngularSpeedZ
2014-03-09 15:34:16.069,0.02443461,0.15149458,0.064751714
2014-03-09 15:34:16.089,0.02443461,0.05497787,-0.06963864
2014-03-09 15:34:16.108,0.008552114,0.15515977,-0.12950343
2014-03-09 15:34:16.129,0.1001819,0.18692477,-0.10995574
2014-03-09 15:34:16.149,0.19303341,0.18081611,-0.018325957
2014-03-09 15:34:16.169,0.15393804,0.21746802,0.012217305
2014-03-09 15:34:16.189,0.05131268,0.2321288,0.004886922
2014-03-09 15:34:16.209,0.0036651916,0.25778514,-0.0036651916
2014-03-09 15:34:16.230,0.035430185,0.2761111,-0.0061086523
2014-03-09 15:34:16.249,0.14782938,0.17470746,0.05497787
2014-03-09 15:34:16.269,0.12339478,-0.02076942,0.05497787
2014-03-09 15:34:16.290,0.13927728,-0.08674286,0.002443461
2014-03-09 15:34:16.309,0.081855945,-0.010995574,-0.03176499
2014-03-09 15:34:16.329,-0.019547688,0.043982297,-0.036651913
2014-03-09 15:34:16.349,-0.06841691,0.105068825,0.008552114
2014-03-09 15:34:16.369,-0.13927728,-0.034208454,0.06352998
2014-03-09 15:34:16.392,-0.07941248,-0.28221974,0.05131268
2014-03-09 15:34:16.409,0.07574729,-0.30787608,0.004886922
2014-03-09 15:34:16.429,0.13194689,-0.03176499,0.010995574
2014-03-09 15:34:16.449,-0.012217305,0.08552113,0.07086037
2014-03-09 15:34:16.471,-0.07452556,0.13561209,0.095294975
2014-03-09 15:34:16.491,-0.07086037,0.0061086523,0.09040806
2014-03-09 15:34:16.509,-0.032986723,-0.1600467,0.010995574
2014-03-09 15:34:16.531,0.047647487,-0.13194689,-0.009773844
2014-03-09 15:34:16.553,0.02321288,0.052534413,0.034208454
2014-03-09 15:34:16.569,-0.07574729,0.19914207,0.09896017
2014-03-09 15:34:16.590,-0.21868975,0.22357668,0.062308256
2014-03-09 15:34:16.609,-0.25045475,0.17348573,0.035430185
2014-03-09 15:34:16.628,-0.19058995,-0.0036651916,0.0061086523
2014-03-09 15:34:16.648,-0.040317107,-0.09407325,0.0061086523
2014-03-09 15:34:16.673,0.017104227,-0.042760566,-0.008552114
2014-03-09 15:34:16.689,-0.15760323,0.07941248,-0.004886922
2014-03-09 15:34:16.721,-0.38606682,0.105068825,0.035430185
2014-03-09 15:34:16.741,-0.41172317,0.095294975,0.058643065
2014-03-09 15:34:16.760,-0.3481932,0.028099801,0.10873401
2014-03-09 15:34:16.782,-0.22113322,-0.103847094,0.03176499
2014-03-09 15:34:16.809,-0.19547687,-0.19792034,-0.02687807
2014-03-09 15:34:16.823,-0.17592919,-0.14538592,-0.03176499
2014-03-09 15:34:16.843,-0.16737708,0.0,0.02565634
2014-03-09 15:34:16.862,-0.09285152,0.02321288,0.058643065
2014-03-09 15:34:16.882,0.004886922,0.06841691,0.095294975
2014-03-09 15:34:16.902,0.05131268,0.028099801,0.061086524
2014-03-09 15:34:16.922,-0.05009095,-0.07696902,0.037873644
2014-03-09 15:34:16.943,-0.112399206,-0.12950343,0.02076942
2014-03-09 15:34:16.962,-0.02443461,-0.10995574,0.081855945
2014-03-09 15:34:16.983,0.036651913,-0.06963864,0.13927728
2014-03-09 15:34:17.002,-0.0061086523,-0.08307768,0.13805555
2014-03-09 15:34:17.022,-0.037873644,-0.23823744,0.052534413
2014-03-09 15:34:17.043,-0.13072516,-0.267559,-0.021991149
2014-03-09 15:34:17.062,-0.47036624,-0.15882497,-0.058643065
2014-03-09 15:34:17.082,-0.8491027,-0.13072516,-0.10995574
2014-03-09 15:34:17.104,-1.2632693,-0.028099801,-0.13439035
2014-03-09 15:34:17.146,-1.9168952,0.3640757,-0.48624873
2014-03-09 15:34:17.163,-2.792876,0.18081611,-0.61208695
2014-03-09 15:34:17.173,-3.005457,-0.23579398,-1.3634512
2014-03-09 15:34:17.179,-2.8185322,0.09162979,-1.3866642
2014-03-09 15:34:17.200,-4.0720277,-0.8894198,-0.2883284
2014-03-09 15:34:17.220,-5.1935763,-1.3475688,0.07941248
2014-03-09 15:34:17.241,-4.3896775,-1.3219124,-0.24556783
2014-03-09 15:34:17.259,-3.1312952,-1.1068878,-0.29810223
2014-03-09 15:34:17.281,-2.819754,0.35063666,-0.312763
2014-03-09 15:34:17.304,-1.5748106,1.6896533,-0.625526
2014-03-09 15:34:17.320,-0.54733527,1.8032742,-0.6084218
2014-03-09 15:34:17.341,0.064751714,-0.17470746,-0.37507126
2014-03-09 15:34:17.361,1.2363913,-1.5943583,-0.3213151
2014-03-09 15:34:17.385,2.1087067,-0.8038987,-0.39828414
2014-03-09 15:34:17.403,1.2046263,0.28221974,-0.1685988
2014-03-09 15:34:17.423,0.27855456,2.670703,0.7635816
2014-03-09 15:34:17.443,-0.79901177,2.1368067,1.6297885
2014-03-09 15:34:17.463,0.112399206,-1.065349,1.6420058
2014-03-09 15:34:17.483,2.452013,-2.6853635,1.1191051
2014-03-09 15:34:17.503,3.8741074,-1.5662584,0.50946164
2014-03-09 15:34:17.523,3.517362,0.15882497,0.6084218
2014-03-09 15:34:17.546,2.719572,0.4654793,0.73426
2014-03-09 15:34:17.563,2.403144,-0.02687807,0.8038987
2014-03-09 15:34:17.583,1.9449949,-0.39095375,0.625526
2014-03-09 15:34:17.603,1.7128662,-0.49968776,0.18081611
2014-03-09 15:34:17.623,1.6016886,-0.33475417,-0.20891592
2014-03-09 15:34:17.647,1.3475688,-0.19547687,-0.22357668
2014-03-09 15:34:17.666,0.71959925,0.1282817,-0.07819075
2014-03-09 15:34:17.682,0.39095375,0.18081611,-0.030543262
2014-03-09 15:34:17.706,0.3481932,0.14905111,0.0061086523
2014-03-09 15:34:17.722,0.4361578,0.014660766,-0.030543262
2014-03-09 15:34:17.744,0.61575216,0.010995574,-0.034208454
2014-03-09 15:34:17.762,0.47647488,0.040317107,0.17470746
2014-03-09 15:34:17.782,0.1600467,0.10629055,0.2932153
2014-03-09 15:34:17.802,0.07086037,0.19058995,0.24312437
2014-03-09 15:34:17.822,0.14538592,0.79412484,-0.02076942
2014-03-09 15:34:17.844,0.829555,0.86620694,-0.17592919
2014-03-09 15:34:17.862,1.5906931,0.4728097,0.040317107
2014-03-09 15:34:17.916,1.6786577,0.32742378,0.28710666
2014-03-09 15:34:17.931,1.1117748,0.33964106,0.2968805
2014-03-09 15:34:17.934,0.3921755,0.25900686,0.26633725
2014-03-09 15:34:17.954,-0.14172074,0.12095132,0.2602286
2014-03-09 15:34:17.963,-0.2932153,0.118507855,0.20891592
2014-03-09 15:34:17.982,-0.25778514,0.2932153,0.0720821
2014-03-09 15:34:18.000,-0.02321288,0.548557,0.013439035
2014-03-09 15:34:18.024,-0.036651913,0.80756384,-0.07819075
2014-03-09 15:34:18.046,0.22113322,0.5876524,-0.0842994
2014-03-09 15:34:18.060,0.30909783,0.48624873,0.0036651916
2014-03-09 15:34:18.080,0.06841691,0.37751472,0.039095376
2014-03-09 15:34:18.100,-0.12583824,0.19792034,0.06352998
2014-03-09 15:34:18.120,-0.3286455,-0.096516706,-0.013439035
2014-03-09 15:34:18.140,-0.31031954,-0.44593164,-0.12339478
2014-03-09 15:34:18.160,-0.20158553,-0.63041294,-0.14905111
2014-03-09 15:34:18.181,-0.07819075,-0.48747048,-0.040317107
2014-03-09 15:34:18.202,-0.15027285,-0.37507126,0.04886922
2014-03-09 15:34:18.221,-0.22235495,-0.15515977,0.15882497
2014-03-09 15:34:18.242,-0.3286455,-0.1685988,0.05497787
