Date,accelX-gX(m/s^2),accelY-gY(m/s^2),accelZ-gZ(m/s^2)
2014-03-09 15:34:16.078,0.22984336,5.133168,8.695741
2014-03-09 15:34:16.098,0.38307226,4.9799395,8.810662
2014-03-09 15:34:16.120,0.30645782,4.7500963,8.6574335
2014-03-09 15:34:16.139,0.11492168,4.673482,8.42759
2014-03-09 15:34:16.159,0.0,4.865018,8.389283
2014-03-09 15:34:16.179,0.0,5.0182467,8.274361
2014-03-09 15:34:16.199,0.038307227,5.0182467,8.312668
2014-03-09 15:34:16.220,0.038307227,4.8267107,8.197746
2014-03-09 15:34:16.241,-0.076614454,4.7500963,8.00621
2014-03-09 15:34:16.259,-0.15322891,4.903325,7.8529816
2014-03-09 15:34:16.279,-0.22984336,5.133168,7.8912888
2014-03-09 15:34:16.300,0.0,5.0182467,8.465898
2014-03-09 15:34:16.320,0.0,4.9416323,8.465898
2014-03-09 15:34:16.340,0.0,4.7500963,8.350976
2014-03-09 15:34:16.359,0.038307227,4.711789,8.082825
2014-03-09 15:34:16.379,0.038307227,5.0182467,7.8912888
2014-03-09 15:34:16.401,0.076614454,5.056554,8.350976
2014-03-09 15:34:16.420,0.22984336,4.9416323,8.848969
2014-03-09 15:34:16.440,0.2681506,4.7884035,8.848969
2014-03-09 15:34:16.460,-0.038307227,4.9799395,8.274361
2014-03-09 15:34:16.480,0.11492168,5.056554,8.0445175
2014-03-09 15:34:16.500,0.15322891,5.171476,8.0445175
2014-03-09 15:34:16.520,0.15322891,5.171476,8.389283
2014-03-09 15:34:16.549,0.19153613,4.903325,8.887277
2014-03-09 15:34:16.560,0.076614454,4.9416323,8.6574335
2014-03-09 15:34:16.580,0.038307227,5.0182467,8.542512
2014-03-09 15:34:16.602,0.076614454,5.171476,8.159439
2014-03-09 15:34:16.619,0.11492168,5.094861,8.082825
2014-03-09 15:34:16.639,0.076614454,5.0182467,8.159439
2014-03-09 15:34:16.658,0.076614454,5.0182467,8.389283
2014-03-09 15:34:16.679,0.0,4.903325,8.6574335
2014-03-09 15:34:16.699,0.076614454,4.7884035,8.695741
2014-03-09 15:34:16.720,0.076614454,4.711789,8.772355
2014-03-09 15:34:16.740,0.15322891,4.55856,8.810662
2014-03-09 15:34:16.760,0.0,4.8267107,8.389283
2014-03-09 15:34:16.780,-0.038307227,4.865018,8.312668
2014-03-09 15:34:16.803,0.0,4.673482,8.465898
2014-03-09 15:34:16.821,0.076614454,4.5202527,8.772355
2014-03-09 15:34:16.842,0.038307227,4.405331,8.848969
2014-03-09 15:34:16.861,0.0,4.4819455,8.734048
2014-03-09 15:34:16.881,-0.038307227,4.596867,8.6574335
