Date,x(m/s^2),y(m/s^2),z(m/s^2)
2014-03-09 15:34:16.069,0.08961238,-0.19050463,0.23845363
2014-03-09 15:34:16.090,0.13814479,-0.2591961,0.26431662
2014-03-09 15:34:16.109,0.23902912,-0.38283628,0.32035637
2014-03-09 15:34:16.130,0.2093229,-0.45149451,0.354802
2014-03-09 15:34:16.150,0.024972402,-0.34770352,0.28657484
2014-03-09 15:34:16.171,-0.061890118,-0.16834465,0.17314602
2014-03-09 15:34:16.191,0.025705948,-0.08675624,0.122531734
2014-03-09 15:34:16.211,0.1316953,-0.14482352,0.15836073
2014-03-09 15:34:16.236,0.16679679,-0.29865927,0.23100126
2014-03-09 15:34:16.251,0.06132546,-0.29312643,0.21778613
2014-03-09 15:34:16.271,-0.009675317,-0.1212421,0.11255583
2014-03-09 15:34:16.291,-0.07443589,-0.010154406,0.04189137
2014-03-09 15:34:16.311,0.16298304,-0.3153186,0.24553646
2014-03-09 15:34:16.331,0.12794176,-0.34414724,0.24623959
2014-03-09 15:34:16.351,0.10149876,-0.36586884,0.23967224
2014-03-09 15:34:16.372,0.11912228,-0.18205865,0.120546274
2014-03-09 15:34:16.396,0.08024152,0.17545477,-0.097371094
2014-03-09 15:34:16.410,0.071985655,0.0148055265,0.009729016
2014-03-09 15:34:16.434,0.17794642,-0.24815276,0.165368
2014-03-09 15:34:16.452,0.16048299,-0.33663845,0.18996197
2014-03-09 15:34:16.474,-0.116841435,0.058133766,-0.03181322
2014-03-09 15:34:16.494,0.038382705,0.21041268,-0.1262433
2014-03-09 15:34:16.516,0.05738981,0.26894343,-0.16481647
2014-03-09 15:34:16.546,0.026000684,0.09222874,-0.054039635
2014-03-09 15:34:16.556,0.042137403,-0.29751125,0.17295574
2014-03-09 15:34:16.573,-0.054256253,-0.15051274,0.09128678
2014-03-09 15:34:16.593,-0.06319281,-0.010190251,0.009506926
2014-03-09 15:34:16.610,0.0014969697,0.28606343,-0.171186
2014-03-09 15:34:16.630,0.048147608,0.27261335,-0.16249835
2014-03-09 15:34:16.649,-0.004864939,0.180523,-0.1044986
2014-03-09 15:34:16.675,-0.023079578,0.07953517,-0.04335975
2014-03-09 15:34:16.690,-0.09801378,-0.089811616,0.05481132
2014-03-09 15:34:16.722,-0.0020139017,-0.19166082,0.10902432
2014-03-09 15:34:16.743,0.07779459,-0.23164704,0.1267102
