Date,accelX-gX(m/s^2),accelY-gY(m/s^2),accelZ-gZ(m/s^2)
2014-03-09 13:05:37.778,-1.1109096,7.431602,4.9799395
2014-03-09 13:05:37.803,-1.0342951,7.469909,5.2480903
2014-03-09 13:05:37.820,-1.1109096,7.5082164,5.3247046
2014-03-09 13:05:37.842,-1.2258313,7.5465236,4.596867
2014-03-09 13:05:37.862,-1.1875241,7.6614456,4.55856
2014-03-09 13:05:37.878,-1.0342951,7.8529816,4.8267107
2014-03-09 13:05:37.898,-0.7661445,8.082825,5.0182467
2014-03-09 13:05:37.918,-0.38307226,8.236053,4.903325
2014-03-09 13:05:37.938,-0.38307226,8.274361,4.6351743
2014-03-09 13:05:37.961,-0.34476504,8.197746,4.673482
2014-03-09 13:05:37.987,-0.38307226,7.8912888,5.094861
2014-03-09 13:05:38.011,-1.1492168,6.6271505,4.9416323
2014-03-09 13:05:38.018,-1.6089035,5.9759274,5.094861
2014-03-09 13:05:38.043,-2.1068976,5.094861,5.209783
2014-03-09 13:05:38.061,-2.9496565,4.098873,4.367024
2014-03-09 13:05:38.078,-3.1794999,4.0222588,4.4436383
2014-03-09 13:05:38.112,-3.1028855,3.8307228,5.2480903
2014-03-09 13:05:38.121,-2.6431987,4.1371803,6.244078
2014-03-09 13:05:38.153,0.15322891,6.3589997,8.695741
2014-03-09 13:05:38.164,1.2258313,7.5082164,9.11712
2014-03-09 13:05:38.177,1.7238252,8.312668,9.423578
2014-03-09 13:05:38.187,1.532289,8.504205,9.80665
2014-03-09 13:05:38.209,1.1109096,7.967903,10.189722
2014-03-09 13:05:38.217,0.91937345,7.6231384,10.419566
2014-03-09 13:05:38.238,0.9959879,7.6231384,10.266336
2014-03-09 13:05:38.249,1.1109096,7.8529816,9.844957
2014-03-09 13:05:38.267,1.1875241,8.00621,9.078813
2014-03-09 13:05:38.287,1.3024458,8.0445175,8.504205
2014-03-09 13:05:38.297,1.5705963,8.159439,8.197746
2014-03-09 13:05:38.317,1.4173675,8.00621,8.00621
2014-03-09 13:05:38.327,1.0726024,7.469909,7.776367
2014-03-09 13:05:38.350,0.80445176,6.933608,7.6614456
2014-03-09 13:05:38.362,0.91937345,6.703765,7.6231384
2014-03-09 13:05:38.377,1.1492168,6.895301,7.5848308
2014-03-09 13:05:38.403,1.2641385,6.9719152,7.3166804
2014-03-09 13:05:38.416,1.1492168,6.8569937,6.9719152
2014-03-09 13:05:38.428,1.0726024,6.6654577,7.240066
2014-03-09 13:05:38.438,0.91937345,6.435614,7.3549876
2014-03-09 13:05:38.459,0.7661445,6.244078,7.431602
2014-03-09 13:05:38.477,0.61291564,6.129156,7.469909
2014-03-09 13:05:38.487,0.49799395,6.0525417,7.469909
2014-03-09 13:05:38.513,0.49799395,6.0142345,7.6614456
2014-03-09 13:05:38.517,0.49799395,5.9759274,7.73806
2014-03-09 13:05:38.538,0.4213795,5.9759274,7.6614456
2014-03-09 13:05:38.558,0.38307226,5.9759274,7.6231384
2014-03-09 13:05:38.569,0.49799395,6.167464,7.5465236
2014-03-09 13:05:38.589,0.61291564,6.2823853,7.699753
2014-03-09 13:05:38.612,0.61291564,6.244078,7.73806
2014-03-09 13:05:38.621,0.5746084,6.129156,8.082825
2014-03-09 13:05:38.652,0.4213795,5.93762,8.197746
2014-03-09 13:05:38.662,0.2681506,5.899313,8.082825
2014-03-09 13:05:38.665,0.2681506,5.9759274,8.00621
2014-03-09 13:05:38.677,0.34476504,6.0142345,7.8146744
2014-03-09 13:05:38.697,0.38307226,6.090849,7.73806
2014-03-09 13:05:38.712,0.45968673,6.090849,7.776367
2014-03-09 13:05:38.728,0.49799395,6.090849,8.00621
2014-03-09 13:05:38.748,0.4213795,6.0525417,8.197746
2014-03-09 13:05:38.758,0.30645782,5.899313,8.236053
2014-03-09 13:05:38.778,0.22984336,5.93762,7.8912888
2014-03-09 13:05:38.788,0.22984336,5.93762,7.699753
2014-03-09 13:05:38.809,0.19153613,5.93762,7.699753
2014-03-09 13:05:38.828,0.15322891,5.861006,7.73806
2014-03-09 13:05:38.839,0.076614454,5.7843914,8.197746
2014-03-09 13:05:38.858,0.0,5.66947,8.42759
2014-03-09 13:05:38.868,-0.15322891,5.592855,8.274361
2014-03-09 13:05:38.888,-0.22984336,5.592855,7.6614456
2014-03-09 13:05:38.912,-0.30645782,5.631162,7.3166804
2014-03-09 13:05:38.921,-0.30645782,5.439626,7.699753
2014-03-09 13:05:38.938,-0.2681506,5.171476,8.159439
2014-03-09 13:05:38.951,-0.22984336,5.056554,8.312668
2014-03-09 13:05:38.963,-0.22984336,4.9799395,8.465898
2014-03-09 13:05:38.977,-0.22984336,5.0182467,8.619126
2014-03-09 13:05:38.999,-0.22984336,4.9416323,8.580819
2014-03-09 13:05:39.017,-0.2681506,4.711789,8.542512
2014-03-09 13:05:39.027,-0.34476504,4.596867,8.810662
2014-03-09 13:05:39.048,-0.34476504,4.4436383,8.925584
2014-03-09 13:05:39.061,-0.45968673,4.4819455,8.734048
2014-03-09 13:05:39.077,-0.45968673,4.5202527,8.734048
2014-03-09 13:05:39.098,-0.45968673,4.6351743,8.887277
2014-03-09 13:05:39.112,-0.49799395,4.55856,8.925584
2014-03-09 13:05:39.130,-0.61291564,4.4436383,8.848969
2014-03-09 13:05:39.143,-0.6512229,4.3287168,8.848969
2014-03-09 13:05:39.162,-0.6512229,4.4436383,8.810662
2014-03-09 13:05:39.167,-0.5363012,4.6351743,8.6574335
2014-03-09 13:05:39.188,-0.45968673,4.7884035,8.580819
2014-03-09 13:05:39.213,-0.4213795,4.865018,8.734048
2014-03-09 13:05:39.219,-0.4213795,4.7884035,8.695741
2014-03-09 13:05:39.238,-0.45968673,4.6351743,8.695741
2014-03-09 13:05:39.250,-0.45968673,4.596867,8.772355
2014-03-09 13:05:39.270,-0.4213795,4.596867,8.580819
2014-03-09 13:05:39.289,-0.4213795,4.673482,8.312668
2014-03-09 13:05:39.298,-0.34476504,4.7500963,8.350976
2014-03-09 13:05:39.322,-0.30645782,4.8267107,8.580819
2014-03-09 13:05:39.330,-0.30645782,4.673482,8.772355
2014-03-09 13:05:39.350,-0.34476504,4.596867,8.772355
2014-03-09 13:05:39.363,-0.38307226,4.6351743,8.580819
2014-03-09 13:05:39.379,-0.34476504,4.673482,8.504205
2014-03-09 13:05:39.400,-0.2681506,4.711789,8.542512
2014-03-09 13:05:39.409,-0.22984336,4.711789,8.542512
2014-03-09 13:05:39.429,-0.2681506,4.7884035,8.6574335
2014-03-09 13:05:39.441,-0.22984336,4.8267107,8.6574335
2014-03-09 13:05:39.460,-0.15322891,4.7500963,8.734048
2014-03-09 13:05:39.479,-0.15322891,4.596867,8.580819
2014-03-09 13:05:39.489,-0.15322891,4.673482,8.389283
2014-03-09 13:05:39.513,-0.11492168,4.673482,8.312668
2014-03-09 13:05:39.517,-0.15322891,4.711789,8.236053
2014-03-09 13:05:39.541,-0.15322891,4.596867,8.274361
2014-03-09 13:05:39.561,0.0,4.55856,8.312668
2014-03-09 13:05:39.567,0.076614454,4.711789,8.389283
2014-03-09 13:05:39.591,0.15322891,4.7500963,8.312668
2014-03-09 13:05:39.597,0.15322891,4.903325,8.236053
2014-03-09 13:05:39.618,0.11492168,4.7884035,7.967903
2014-03-09 13:05:39.628,0.076614454,4.7500963,7.8912888
2014-03-09 13:05:39.652,-0.076614454,4.8267107,7.967903
2014-03-09 13:05:39.668,-0.076614454,4.7884035,8.312668
2014-03-09 13:05:39.677,-0.19153613,4.596867,8.695741
2014-03-09 13:05:39.698,-0.11492168,4.5202527,8.734048
2014-03-09 13:05:39.721,0.076614454,4.55856,8.848969
2014-03-09 13:05:39.729,0.22984336,4.673482,8.848969
2014-03-09 13:05:39.751,0.30645782,4.4436383,8.810662
2014-03-09 13:05:39.764,0.15322891,3.86903,8.42759
2014-03-09 13:05:39.779,-0.34476504,3.4859576,7.6614456
2014-03-09 13:05:39.789,-0.61291564,3.371036,6.895301
2014-03-09 13:05:39.815,-0.38307226,2.9496565,6.397307
2014-03-09 13:05:39.827,0.2681506,2.2984335,5.554548
2014-03-09 13:05:39.838,1.0726024,1.8387469,5.056554
2014-03-09 13:05:39.858,0.5363012,1.7238252,5.401319
2014-03-09 13:05:39.868,0.15322891,1.1492168,6.3206925
2014-03-09 13:05:39.888,-0.11492168,0.7661445,6.5505357
2014-03-09 13:05:39.898,-0.076614454,0.91937345,6.895301
2014-03-09 13:05:39.918,0.45968673,0.842759,7.967903
2014-03-09 13:05:39.938,1.7238252,0.076614454,7.5465236
2014-03-09 13:05:39.955,2.873042,-0.076614454,6.8569937
2014-03-09 13:05:39.969,4.2904096,0.5746084,8.0445175
2014-03-09 13:05:39.981,4.865018,1.3790601,9.232041
2014-03-09 13:05:40.000,5.209783,2.2984335,8.695741
2014-03-09 13:05:40.013,4.9416323,4.175488,8.082825
2014-03-09 13:05:40.028,5.2480903,5.707777,7.73806
2014-03-09 13:05:40.041,6.3589997,6.6654577,7.1251445
2014-03-09 13:05:40.057,6.895301,8.00621,7.776367
2014-03-09 13:05:40.077,6.895301,8.504205,8.695741
2014-03-09 13:05:40.088,6.7803793,7.5465236,8.925584
2014-03-09 13:05:40.109,6.9719152,5.899313,8.236053
2014-03-09 13:05:40.144,7.201759,5.7843914,7.431602
2014-03-09 13:05:40.153,8.197746,6.397307,7.1251445
2014-03-09 13:05:40.164,8.772355,6.7803793,6.5505357
2014-03-09 13:05:40.169,7.2783732,6.8569937,5.93762
2014-03-09 13:05:40.189,6.8569937,5.592855,5.592855
2014-03-09 13:05:40.209,9.423578,5.171476,7.1634517
2014-03-09 13:05:40.220,10.0748005,6.703765,9.844957
2014-03-09 13:05:40.239,9.040505,6.090849,10.0748005
2014-03-09 13:05:40.253,7.6231384,3.4859576,8.121132
2014-03-09 13:05:40.269,6.0525417,2.681506,5.554548
2014-03-09 13:05:40.289,5.592855,4.405331,5.133168
2014-03-09 13:05:40.302,5.7843914,5.861006,6.5122285
2014-03-09 13:05:40.318,6.0525417,6.0525417,7.3166804
2014-03-09 13:05:40.329,6.435614,4.865018,7.0485296
2014-03-09 13:05:40.350,6.244078,3.3327289,6.6654577
2014-03-09 13:05:40.361,5.899313,2.9496565,6.244078
2014-03-09 13:05:40.378,6.397307,2.873042,6.4739213
2014-03-09 13:05:40.399,6.703765,2.9113493,7.2783732
2014-03-09 13:05:40.409,6.742072,3.6008794,7.8146744
2014-03-09 13:05:40.429,6.3206925,4.6351743,8.504205
2014-03-09 13:05:40.440,6.090849,5.401319,8.389283
2014-03-09 13:05:40.459,7.8912888,3.6008794,7.73806
2014-03-09 13:05:40.478,8.695741,0.0,8.389283
2014-03-09 13:05:40.489,8.963891,-0.61291564,11.60709
2014-03-09 13:05:40.509,9.002198,0.61291564,14.173674
2014-03-09 13:05:40.526,6.8186865,1.0342951,10.534488
2014-03-09 13:05:40.551,6.244078,1.9919758,8.236053
2014-03-09 13:05:40.552,5.439626,0.9959879,6.6271505
2014-03-09 13:05:40.570,4.213795,-0.80445176,7.6231384
2014-03-09 13:05:40.591,3.9456444,-2.528277,8.6574335
2014-03-09 13:05:40.598,4.673482,-2.2601264,8.925584
2014-03-09 13:05:40.617,4.673482,-1.4556746,8.772355
2014-03-09 13:05:40.628,3.9073372,-1.8004397,9.040505
2014-03-09 13:05:40.648,3.9839516,-0.9576807,8.695741
2014-03-09 13:05:40.660,4.0222588,0.34476504,8.274361
2014-03-09 13:05:40.677,3.7924154,-0.38307226,8.236053
2014-03-09 13:05:40.697,2.528277,-1.4556746,8.772355
2014-03-09 13:05:40.707,1.5705963,-0.5746084,9.423578
2014-03-09 13:05:40.728,2.3750482,0.6895301,9.615114
2014-03-09 13:05:40.749,3.4093432,0.49799395,10.419566
2014-03-09 13:05:40.758,3.4859576,0.8810662,10.228029
2014-03-09 13:05:40.771,3.2561142,0.49799395,9.040505
2014-03-09 13:05:40.787,2.6431987,0.91937345,8.810662
2014-03-09 13:05:40.807,1.9153614,1.1109096,8.734048
2014-03-09 13:05:40.817,1.7238252,1.4173675,8.274361
2014-03-09 13:05:40.837,1.9536686,1.1492168,8.580819
2014-03-09 13:05:40.857,2.2601264,0.91937345,9.11712
2014-03-09 13:05:40.867,2.4133554,1.7621324,9.193734
2014-03-09 13:05:40.891,2.873042,1.8387469,9.193734
2014-03-09 13:05:40.898,2.9113493,0.8810662,9.002198
2014-03-09 13:05:40.918,2.4133554,0.6512229,8.580819
2014-03-09 13:05:40.939,2.1068976,1.6472107,7.6614456
2014-03-09 13:05:40.949,1.6472107,3.4476504,7.201759
2014-03-09 13:05:40.969,1.3790601,3.371036,8.082825
2014-03-09 13:05:40.979,1.3024458,2.9879637,8.810662
2014-03-09 13:05:41.000,1.7238252,2.2984335,7.469909
2014-03-09 13:05:41.009,1.8770541,1.6089035,7.469909
2014-03-09 13:05:41.029,2.4899697,-1.0342951,9.346964
2014-03-09 13:05:41.077,1.9919758,-0.80445176,9.653421
2014-03-09 13:05:41.080,0.6512229,1.0342951,8.6574335
2014-03-09 13:05:41.085,0.49799395,1.7238252,8.42759
2014-03-09 13:05:41.089,1.1492168,1.9153614,9.385271
2014-03-09 13:05:41.108,1.8387469,2.336741,10.113108
2014-03-09 13:05:41.128,1.9919758,3.1028855,10.611102
2014-03-09 13:05:41.137,1.7238252,2.4516625,10.496181
2014-03-09 13:05:41.162,1.5705963,2.4899697,9.730036
2014-03-09 13:05:41.168,2.0685902,1.1109096,9.5385
2014-03-09 13:05:41.189,2.336741,0.34476504,9.346964
2014-03-09 13:05:41.208,2.1068976,0.49799395,9.193734
2014-03-09 13:05:41.224,2.336741,0.6512229,9.155427
2014-03-09 13:05:41.241,2.7964275,0.38307226,9.5385
2014-03-09 13:05:41.248,2.9113493,0.49799395,9.80665
2014-03-09 13:05:41.268,2.6431987,0.91937345,9.615114
2014-03-09 13:05:41.284,2.1452048,0.9959879,9.002198
2014-03-09 13:05:41.316,1.8387469,1.0342951,8.082825
2014-03-09 13:05:41.328,1.532289,0.9959879,7.0102224
2014-03-09 13:05:41.329,1.0342951,1.1492168,5.66947
2014-03-09 13:05:41.360,0.7661445,1.1875241,4.405331
2014-03-09 13:05:41.360,0.5363012,0.91937345,3.2944214
