Date,xsin(theta/2),ysin(theta/2),zsin(theta/2)
2014-03-09 13:05:33.604,0.17634574,0.101694226,-0.54555625
2014-03-09 13:05:33.621,0.17645817,0.092685096,-0.5433116
2014-03-09 13:05:33.643,0.17609078,0.08821497,-0.540211
2014-03-09 13:05:33.660,0.17479931,0.08418846,-0.5388687
2014-03-09 13:05:33.684,0.17337196,0.08086767,-0.5383954
2014-03-09 13:05:33.700,0.16958286,0.07828674,-0.5390488
2014-03-09 13:05:33.722,0.16531433,0.07693327,-0.5406146
2014-03-09 13:05:33.741,0.16130883,0.07667103,-0.54162544
2014-03-09 13:05:33.760,0.15900506,0.07560541,-0.54210675
2014-03-09 13:05:33.785,0.15775816,0.0720268,-0.5424399
2014-03-09 13:05:33.801,0.15701438,0.06798343,-0.54236794
2014-03-09 13:05:33.820,0.1569825,0.06327807,-0.5428499
2014-03-09 13:05:33.841,0.15665421,0.058726925,-0.5439132
2014-03-09 13:05:33.860,0.15503408,0.05648532,-0.54458886
2014-03-09 13:05:33.881,0.15269057,0.055703387,-0.54482347
2014-03-09 13:05:33.915,0.14960153,0.05354731,-0.54453444
2014-03-09 13:05:33.933,0.14933974,0.05105404,-0.5448799
2014-03-09 13:05:33.952,0.14882202,0.048087884,-0.5454679
2014-03-09 13:05:33.974,0.14752033,0.045885254,-0.54589903
2014-03-09 13:05:33.993,0.14638808,0.045257088,-0.5458009
2014-03-09 13:05:34.018,0.14449412,0.04422112,-0.5455659
2014-03-09 13:05:34.035,0.14249492,0.04285894,-0.5456113
2014-03-09 13:05:34.052,0.14110002,0.04140905,-0.5459081
2014-03-09 13:05:34.073,0.14079818,0.04034286,-0.54641926
2014-03-09 13:05:34.091,0.14018108,0.03962279,-0.54674983
2014-03-09 13:05:34.112,0.13857514,0.039715428,-0.54668164
2014-03-09 13:05:34.130,0.13612764,0.04008258,-0.54670954
2014-03-09 13:05:34.152,0.13300446,0.04030014,-0.54664946
2014-03-09 13:05:34.172,0.12994482,0.040836457,-0.54695386
2014-03-09 13:05:34.194,0.12683596,0.041429617,-0.5470795
2014-03-09 13:05:34.217,0.12267987,0.042645764,-0.5471176
2014-03-09 13:05:34.235,0.11911817,0.043935105,-0.54694223
2014-03-09 13:05:34.259,0.1154544,0.044723246,-0.54697585
2014-03-09 13:05:34.271,0.11302956,0.044697247,-0.54724133
2014-03-09 13:05:34.293,0.110941,0.044330604,-0.5475703
2014-03-09 13:05:34.315,0.10773591,0.044773832,-0.54774666
2014-03-09 13:05:34.337,0.105231315,0.045578446,-0.5474312
2014-03-09 13:05:34.376,0.10314861,0.04636076,-0.54736096
2014-03-09 13:05:34.400,0.102329716,0.04631815,-0.5475121
2014-03-09 13:05:34.414,0.10170814,0.04667571,-0.54741085
2014-03-09 13:05:34.419,0.10140841,0.04690345,-0.54690045
2014-03-09 13:05:34.429,0.1014169,0.046800554,-0.54647887
2014-03-09 13:05:34.451,0.10209857,0.046097953,-0.545915
2014-03-09 13:05:34.471,0.102122486,0.045141254,-0.54582393
2014-03-09 13:05:34.490,0.10203009,0.04411558,-0.54586476
2014-03-09 13:05:34.520,0.1024516,0.043465003,-0.54564345
2014-03-09 13:05:34.535,0.10267266,0.04325629,-0.54522
2014-03-09 13:05:34.556,0.10237217,0.042971395,-0.5444447
2014-03-09 13:05:34.575,0.1024711,0.042462047,-0.5439938
2014-03-09 13:05:34.633,0.10325143,0.040961087,-0.54365474
2014-03-09 13:05:34.655,0.10383791,0.040172346,-0.54366815
2014-03-09 13:05:34.665,0.10467813,0.03909863,-0.5435698
2014-03-09 13:05:34.670,0.1051076,0.0386168,-0.5435657
2014-03-09 13:05:34.675,0.105112135,0.038228787,-0.54373306
2014-03-09 13:05:34.694,0.105442785,0.03695251,-0.5438242
2014-03-09 13:05:34.710,0.10628789,0.035387658,-0.5437772
2014-03-09 13:05:34.731,0.10787225,0.033293933,-0.54369074
2014-03-09 13:05:34.751,0.10914399,0.031282887,-0.5436082
2014-03-09 13:05:34.770,0.10992878,0.029693302,-0.5435711
2014-03-09 13:05:34.790,0.11055435,0.028533546,-0.543626
2014-03-09 13:05:34.812,0.11146864,0.027207794,-0.5437246
2014-03-09 13:05:34.831,0.11216653,0.025991013,-0.54362667
2014-03-09 13:05:34.859,0.112740666,0.024457978,-0.54308295
2014-03-09 13:05:34.874,0.113433756,0.023211615,-0.5426566
2014-03-09 13:05:34.894,0.114513464,0.021791229,-0.5424984
2014-03-09 13:05:34.914,0.11540976,0.021140639,-0.54256356
2014-03-09 13:05:34.934,0.11570588,0.020915868,-0.5421494
2014-03-09 13:05:34.955,0.115551755,0.020290619,-0.54129076
2014-03-09 13:05:34.974,0.115946494,0.01898622,-0.5404848
2014-03-09 13:05:34.995,0.11738946,0.01708812,-0.5396717
2014-03-09 13:05:35.014,0.11923361,0.01540597,-0.538894
2014-03-09 13:05:35.039,0.12052424,0.014789182,-0.5381143
2014-03-09 13:05:35.059,0.120460905,0.014766512,-0.53738767
2014-03-09 13:05:35.074,0.119837835,0.014787858,-0.53683245
2014-03-09 13:05:35.117,0.11948113,0.014637464,-0.53618854
2014-03-09 13:05:35.129,0.11993613,0.014022075,-0.53502876
2014-03-09 13:05:35.133,0.12010822,0.013745571,-0.53436166
2014-03-09 13:05:35.150,0.119875155,0.013680282,-0.5338274
2014-03-09 13:05:35.169,0.119856924,0.013760953,-0.533741
2014-03-09 13:05:35.189,0.12025689,0.013404181,-0.53387237
2014-03-09 13:05:35.210,0.12032236,0.013175672,-0.5340394
2014-03-09 13:05:35.229,0.119772434,0.013579999,-0.53394383
2014-03-09 13:05:35.249,0.11947646,0.013895049,-0.5336803
2014-03-09 13:05:35.268,0.11933509,0.013563569,-0.5335507
2014-03-09 13:05:35.289,0.11944876,0.012413913,-0.5336412
2014-03-09 13:05:35.309,0.11991969,0.011271128,-0.5335835
2014-03-09 13:05:35.329,0.12061309,0.01059405,-0.53306663
2014-03-09 13:05:35.349,0.120356925,0.010305649,-0.53250015
2014-03-09 13:05:35.370,0.11965438,0.010144107,-0.5322204
2014-03-09 13:05:35.399,0.11964856,0.009113848,-0.5318978
2014-03-09 13:05:35.412,0.120945424,0.0076475665,-0.5315925
2014-03-09 13:05:35.431,0.12290871,0.005718601,-0.5312066
2014-03-09 13:05:35.452,0.12444205,0.004479139,-0.53103435
2014-03-09 13:05:35.477,0.12472979,0.0041452516,-0.53103626
2014-03-09 13:05:35.496,0.124370895,0.004013507,-0.5311432
2014-03-09 13:05:35.514,0.12496768,0.0031469346,-0.53131497
2014-03-09 13:05:35.534,0.12674858,0.0018107472,-0.5314258
2014-03-09 13:05:35.550,0.12885617,4.4617621E-4,-0.531519
2014-03-09 13:05:35.569,0.13062653,-5.312072E-4,-0.53163034
2014-03-09 13:05:35.593,0.13088211,-7.881374E-4,-0.5318564
2014-03-09 13:05:35.609,0.13018931,-7.658417E-4,-0.53219765
2014-03-09 13:05:35.630,0.12943842,-8.3294796E-4,-0.5325546
2014-03-09 13:05:35.651,0.12964383,-0.0014690849,-0.5328033
2014-03-09 13:05:35.675,0.1305641,-0.0022091055,-0.53269273
2014-03-09 13:05:35.690,0.13147376,-0.002570545,-0.5321199
2014-03-09 13:05:35.711,0.13217513,-0.0027390476,-0.53157765
2014-03-09 13:05:35.730,0.13260467,-0.0027922676,-0.53142565
2014-03-09 13:05:35.750,0.13306542,-0.0028343694,-0.53142905
2014-03-09 13:05:35.775,0.13329017,-0.0027451736,-0.5314041
2014-03-09 13:05:35.791,0.13306034,-0.002333238,-0.5311504
2014-03-09 13:05:35.810,0.13251516,-0.0018230546,-0.5306358
2014-03-09 13:05:35.831,0.13186184,-0.0015645216,-0.5302093
2014-03-09 13:05:35.855,0.13132475,-0.001426709,-0.5296869
2014-03-09 13:05:35.874,0.13123785,-0.0010444015,-0.52893686
2014-03-09 13:05:35.891,0.130964,-5.06869E-4,-0.52805686
2014-03-09 13:05:35.910,0.13038635,-7.3721465E-5,-0.52728873
2014-03-09 13:05:35.938,0.12951134,2.1866313E-4,-0.5266415
2014-03-09 13:05:35.951,0.12867004,6.154674E-4,-0.5262416
2014-03-09 13:05:35.970,0.12814505,0.0010529766,-0.5257613
2014-03-09 13:05:35.992,0.12789457,0.0012313473,-0.5249225
2014-03-09 13:05:36.013,0.12822372,0.0011278079,-0.5242739
